year,title,citations
07,Learning Multilingual Subjective Language via Cross-Lingual Projections,38
07,Sentiment Polarity Identification in Financial News: A Cohesion-based Approach,36
07,Weakly Supervised Learning for Hedge Classification in Scientific Literature,28
07,Text Analysis for Automatic Image Annotation,26
07,User Requirements Analysis for Meeting Information Retrieval Based on Query Elicitation,3
07,Combining Multiple Knowledge Sources for Dialogue Segmentation in Multimedia Archives,10
07,Topic Analysis for Psychiatric Document Retrieval,2
07,Phonological Constraints and Morphological Preprocessing for Grapheme-to-Phoneme Conversion,9
07,What to be? - Electronic Career Guidance Based on Semantic Relatedness,20
07,Extracting Social Networks and Biographical Facts From Conversational Speech Transcripts,8
07,Redundancy Ratio: An Invariant Property of the Consonant Inventories of the World's Languages,4
07,Multilingual Transliteration Using Feature based Phonetic Method,6
07,Semantic Transliteration of Personal Names,16
07,Generating Complex Morphology for Machine Translation,13
07,Assisting Translators in Indirect Lexical Transfer,2
07,Forest Rescoring: Faster Decoding with Integrated Language Models,58
07,Statistical Machine Translation through Global Lexical Selection and Sentence Reconstruction,11
07,Mildly Context-Sensitive Dependency Languages,12
07,Transforming Projective Bilexical Dependency Grammars into efficiently-parsable CFGs with Unfold-Fold,7
07,Parsing and Generation as Datalog Queries,7
07,Optimizing Grammars for Minimum Dependency Length,3
07,Generalizing semantic role annotations across syntactically similar verbs,15
07,A Grammar-driven Convolution Tree Kernel for Semantic Role Classification,11
07,Learning Predictive Structures for Semantic Role Labeling of NomBank,12
07,"A Simple, Similarity-based Model for Selectional Preferences",19
07,SVM Model Tampering and Anchored Learning: A Case Study in Hebrew NP Chunking,3
07,Fully Unsupervised Discovery of Concept-Specific Relationships by Web Mining,22
07,Adding Noun Phrase Structure to the Penn Treebank,12
07,Formalism-Independent Parser Evaluation with CCG and DepBank,21
07,Frustratingly Easy Domain Adaptation,88
07,Instance Weighting for Domain Adaptation in NLP,69
07,The Infinite Tree,22
07,Guiding Semi-Supervision with Constraint-Driven Learning,31
07,Supertagged Phrase-Based Statistical Machine Translation,12
07,Regression for Sentence-Level MT Evaluation with Pseudo References,17
07,Bootstrapping Word Alignment via Word Packing,19
07,Improved Word-Level System Combination for Machine Translation,50
07,Generating Constituent Order in German Clauses,11
07,A Symbolic Approach to Near-Deterministic Surface Realisation using Tree Adjoining Grammar,3
07,Sentence generation as a planning problem,7
07,GLEU: Automatic Evaluation of Sentence-Level Fluency,8
07,Conditional Modality Fusion for Coreference Resolution,6
07,The Utility of a Graphical Representation of Discourse Structure in Spoken Dialogue Systems,2
07,Automated Vocabulary Acquisition and Interpretation in Multimodal Conversational Systems,5
07,A Multimodal Interface for Access to Content in the Home,9
07,Fast Unsupervised Incremental Parsing,22
07,K-best Spanning Tree Parsing,7
07,Is the End of Supervised Parsing in Sight?,13
07,An Ensemble Method for Selection of High Quality Parses,6
07,Opinion Mining using Econometrics: A Case Study on Reputation Systems,29
07,PageRanking WordNet Synsets: An Application to Opinion Mining,36
07,Structured Models for Fine-to-Coarse Sentiment Analysis,32
07,"Biographies, Bollywood, Boom-boxes and Blenders: Domain Adaptation for Sentiment Classification",106
07,Clustering Clauses for High-Level Relation Detection: An Information-theoretic Approach,3
07,Instance-based Evaluation of Entailment Rule Acquisition,18
07,Statistical Machine Translation for Query Expansion in Answer Retrieval,30
07,A Computational Model of Text Reuse in Ancient Literary Texts,3
07,Finding document topics for improving topic segmentation,3
07,The utility of parse-derived features for automatic discourse segmentation,4
07,PERSONAGE: Personality Generation for Dialogue,16
07,Making Sense of Sound: Unsupervised Topic Segmentation over Acoustic Input,11
07,Randomised Language Modelling for Statistical Machine Translation,22
07,Bilingual-LSA Based LM Adaptation for Spoken Language Translation,6
07,Coreference Resolution Using Semantic Relatedness Information from Automatically Discovered Patterns,13
07,Semantic Class Induction and Coreference Resolution,11
07,Generating a Table-of-Contents,3
07,Towards an Iterative Reinforcement Approach for Simultaneous Document Summarization and Keyword Extraction,23
07,Fast Semantic Extraction Using a Novel Neural Network Architecture,13
07,Improving the Interpretation of Noun Phrases with Cross-linguistic Information,7
07,Learning to Extract Relations from the Web using Minimal Supervision,27
07,A Seed-driven Bottom-up Machine Learning Framework for Extracting Relations of Various Complexity,18
07,A Multi-resolution Framework for Information Extraction from Free Text,4
07,Using Corpus Statistics on Entities to Improve Semi-supervised Relation Extraction from the Web,10
07,Beyond Projectivity: Multilingual Evaluation of Constraints and Measures on Non-Projective Structures,10
07,Self-Training for Enhancement and Domain Adaptation of Statistical Parsers Trained on Small Datasets,8
07,HPSG Parsing with Shallow Dependency Constraints,8
07,Constituent Parsing with Incremental Sigmoid Belief Networks,12
07,Corpus Effects on the Evaluation of Automated Transliteration Systems,3
07,Collapsed Consonant and Vowel Models: New Approaches for English-Persian Transliteration and Back-Transliteration,9
07,Alignment-Based Discriminative String Similarity,20
07,"Bilingual Terminology Mining - Using Brain, not brawn comparable corpora",14
07,Unsupervised Language Model Adaptation Incorporating Named Entity Information,8
07,Coordinate Noun Phrase Disambiguation in a Generative Parsing Model,14
07,A Unified Tagging Approach to Text Normalization,2
07,Sparse Information Extraction: Unsupervised Language Models to the Rescue,14
07,Forest-to-String Statistical Translation Rules,18
07,Ordering Phrases with Function Words,5
07,A Probabilistic Approach to Syntax-based Reordering for Statistical Machine Translation,19
07,Machine Translation by Triangulation: Making Effective Use of Multi-Parallel Corpora,20
07,A Maximum Expected Utility Framework for Binary Sequence Labeling,1
07,A fully Bayesian approach to unsupervised part-of-speech tagging,61
07,Computationally Efficient M-Estimation of Log-Linear Structure Models,2
07,Guided Learning for Bidirectional Sequence Classification,24
07,"Different Structures for Evaluating Answers to Complex Questions: Pyramids Won't Topple, and Neither Will Human Assessors",5
07,Exploiting Syntactic and Shallow Semantic Kernels for Question Answer Classification,46
07,Language-independent Probabilistic Answer Ranking for Question Answering,5
07,MIMUS: A Multimodal and Multilingual Dialogue System for the Home Domain,3
07,A Translation Aid System with a Stratified Lookup Interface,5
07,Multimedia Blog Creation System using Dialogue with Intelligent Robot,0
07,SemTAG: a platform for specifying Tree Adjoining Grammars and performing TAG-based Semantic Construction,1
07,System Demonstration of On-Demand Information Extraction,0
07,Multilingual Ontological Analysis of European Directives,1
07,NICT-ATR Speech-to-Speech Translation System,2
07,zipfR: Word Frequency Modeling in R,0
07,Linguistically Motivated Large-Scale NLP with C&C and Boxer,32
07,Don't worry about metaphor: affect detection for conversational agents,0
07,An efficient algorithm for building a distributional thesaurus (and other Sketch Engine developments),4
07,Semantic enrichment of journal articles using chemical named entity recognition,5
07,An API for Measuring the Relatedness of Words in Wikipedia,12
07,Deriving an Ambiguous Word's Part-of-Speech Distribution from Unannotated Text,0
07,Support Vector Machines for Query-focused Summarization trained and evaluated on Pyramid data,3
07,A Joint Statistical Model for Simultaneous Word Spacing and Spelling Error Correction for Korean,2
07,An Approximate Approach for Training Polynomial Kernel SVMs in Linear Time,8
07,"Rethinking Chinese Word Segmentation: Tokenization, Character Classification, or Wordbreak Identification",4
07,A Feature Based Approach to Leveraging Context for Classifying Newsgroup Style Discussion Segments,6
07,Ensemble document clustering using weighted hypergraph generated by NMF,1
07,Using Error-Correcting Output Codes with Model-Refinement to Boost Centroid Text Classifier,0
07,Poliqarp: An open source corpus indexer and search engine with syntactic extensions,6
07,Test Collection Selection and Gold Standard Generation for a Multiply-Annotated Opinion Corpus,3
07,Generating Usable Formats for Metadata and Annotations in a Large Meeting Corpus,2
07,Exploration of Term Dependence in Sentence Retrieval,1
07,Minimum Bayes Risk Decoding for BLEU,5
07,"Disambiguating Between Generic and Referential ""You"" in Dialog",5
07,On the formalization of Invariant Mappings for Metaphor Interpretation,2
07,Real-Time Correction of Closed-Captions,1
07,Learning to Rank Definitions to Generate Quizzes for Interactive Information Presentation,1901
07,Predicting Evidence of Understanding by Monitoring User's Task Manipulation in Multimodal Conversations,0
07,Automatically Assessing the Post Quality in Online Discussions on Software,26
07,WordNet-based Semantic Relatedness Measures in Automatic Speech Recognition for Meetings,0
07,Building Emotion Lexicon from Weblog Corpora,13
07,Construction of Domain Dictionary for Fundamental Vocabulary,4
07,Extracting Word Sets with Non-Taxonomical Relation,1
07,A Linguistic Service Ontology for Language Infrastructures,3
07,Empirical Measurements of Lexical Similarity in Noun Phrase Conjuncts,2
07,Automatic Discovery of Named Entity Variants: Grammar-driven Approaches to Non-Alphabetical Transliterations,0
07,Detecting Semantic Relations between Named Entities in Text Using Contextual Features,2
07,Mapping Concrete Entities from PAROLE-SIMPLE-CLIPS to ItalWordNet: Methodology and Results,1
07,Extracting Hypernym Pairs from the Web,1
07,An OWL Ontology for HPSG,3
07,Classifying Temporal Relations Between Events,13
07,Moses: Open Source Toolkit for Statistical Machine Translation,491
07,Boosting Statistical Machine Translation by Lemmatization and Linear Interpolation,2
07,Extractive Summarization Based on Event Term Clustering,2
07,Machine Translation between Turkic Languages,1
07,Measuring Importance and Query Relevance in Topic-focused Multi-document Summarization,9
07,Expanding Indonesian-Japanese Small Translation Dictionary Using a Pivot Language,0
07,Shallow Dependency Labeling,0
07,Minimally Lexicalized Dependency Parsing,0
07,Extending MARIE: an N-gram-based SMT decoder,4
07,A Hybrid Approach to Word Segmentation and POS Tagging,11
07,Automatic Part-of-Speech Tagging for Bengali: An Approach for Morphologically Rich Languages in a Poor Resource Scenario,4
07,Japanese Dependency Parsing Using Sequential Labeling for Semi-spoken Language,0
07,Measuring Syntactic Difference in British English,3
07,Inducing Combinatory Categorial Grammars with Genetic Algorithms,0
07,An Implementation of Combined Partial Parser and Morphosyntactic Disambiguator,1
07,A Practical Classification of Multiword Expressions,2
07,Automatic Prediction of Cognate Orthography Using Support Vector Machines,1
07,Exploiting Structure for Event Discovery Using the MDI Algorithm,2
07,Kinds of Features for Chinese Opinionated Information Retrieval,0
07,Limitations of Current Grammar Induction Algorithms,4
07,Logistic Online Learning Methods and Their Application to Incremental Dependency Parsing,0
07,Adaptive String Distance Measures for Bilingual Dialect Lexicon Induction,2
07,Identifying Linguistic Structure in a Quantitative Analysis of Dialect Pronunciation,1
07,Towards a Computational Treatment of Superlatives,0
07,Annotating and Learning Compound Noun Semantics,0
07,Semantic Classification of Noun Phrases Using Web Counts and Learning Algorithms,2
07,Computing Lexical Chains with Graph Clustering,2
07,Clustering Hungarian Verbs on the Basis of Complementation Patterns,2
08,Mining Wiki Resources for Multilingual Named Entity Recognition,18
08,Distributional Identification of Non-Referential Pronouns,12
08,Weakly-Supervised Acquisition of Open-Domain Classes and Class Attributes from Web Documents and Query Logs,21
08,The Tradeoffs Between Open and Traditional Relation Extraction,37
08,PDT 2.0 Requirements on a Query Language,1
08,Task-oriented Evaluation of Syntactic Parsers and Their Representations,13
08,MAXSIM: A Maximum Similarity Metric for Machine Translation Evaluation,8
08,Contradictions and Justifications: Extensions to the Textual Entailment Task,5
08,Cohesive Phrase-Based Decoding for Statistical Machine Translation,8
08,Phrase Table Training for Precision and Recall: What Makes a Good Phrase and a Good Phrase Pair?,3
08,Measure Word Generation for English-Chinese SMT Systems,1
08,Bayesian Learning of Non-Compositional Phrases with Synchronous Parsing,15
08,Applying a Grammar-Based Language Model to a Simplified Broadcast-News Transcription Task,0
08,Automatic Editing in a Back-End Speech-to-Text System,0
08,Grounded Language Modeling for Automatic Speech Recognition of Sports Video,5
08,Lexicalized Phonotactic Word Segmentation,4
08,A Re-examination of Query Expansion Using Lexical Resources,8
08,Selecting Query Term Alternations for Web Search by Exploiting Query Contexts,1
08,Searching Questions by Identifying Question Topic and Question Focus,14
08,Trainable Generation of Big-Five Personality Styles through Data-Driven Parameter Estimation,7
08,Correcting Misuse of Verb Forms,2
08,Hypertagging: Supertagging for Surface Realization with CCG,3
08,Forest-Based Translation,28
08,A Discriminative Latent Variable Model for Statistical Machine Translation,29
08,Efficient Multi-Pass Decoding for Synchronous Context Free Grammars,10
08,Regular Tree Grammars as a Formalism for Scope Underspecification,5
08,Classification of Semantic Relationships between Nominals Using Pattern Clusters,18
08,Vector-based Models of Semantic Composition,31
08,Exploiting Feature Hierarchy for Transfer Learning in Named Entity Recognition,11
08,Refining Event Extraction through Cross-Document Inference,7
08,Learning Document-Level Semantic Properties from Free-Text Annotations,21
08,Automatic Image Annotation Using Auxiliary Text Information,10
08,Hedge Classification in Biomedical Texts with a Weakly Supervised Selection of Keywords,14
08,When Specialists and Generalists Work Together: Overcoming Domain Dependence in Sentiment Tagging,22
08,A Generic Sentence Trimmer with CRFs,2
08,A Joint Model of Text and Aspect Ratings for Sentiment Summarization,38
08,Improving Parsing and PP Attachment Performance with Sense Information,9
08,A Logical Basis for the D Combinator and Normal Form in CCG,1
08,Parsing Noun Phrase Structure with CCG,2
08,Sentence Simplification for Semantic Role Labeling,9
08,Summarizing Emails with Conversational Cohesion and Subjectivity,8
08,Ad Hoc Treebank Structures,5
08,A Single Generative Model for Joint Morphological Segmentation and Syntactic Parsing,2
08,"Which Words Are Hard to Recognize? Prosodic, Lexical, and Disfluency Factors that Increase ASR Error Rates",2
08,Name Translation in Statistical Machine Translation - Learning When to Transliterate,19
08,Using Adaptor Grammars to Identify Synergies in the Unsupervised Acquisition of Linguistic Structure,3
08,Inducing Gazetteers for Named Entity Recognition by Large-Scale Clustering of Dependency Relations,12
08,Evaluating Roget's Thesauri,7
08,Unsupervised Translation Induction for Chinese Abbreviations using Monolingual Corpora,5
08,Which Are the Best Features for Automatic Verb Classification,3
08,Collecting a Why-Question Corpus for Development and Evaluation of an Automatic QA-System,3
08,Solving Relational Similarity Problems Using the Web as a Corpus,14
08,Combining Speech Retrieval Results with Generalized Additive Models,2
08,A Critical Reassessment of Evaluation Baselines for Speech Summarization,9
08,Intensional Summaries as Cooperative Responses in Dialogue: Automation and Evaluation,5
08,Word Clustering and Word Selection Based Feature Reduction for MaxEnt Based Hindi NER,0
08,Combining EM Training and the MDL Principle for an Automatic Verb Classification Incorporating Selectional Preferences,6
08,Randomized Language Models via Perfect Hash Functions,13
08,Applying Morphology Generation Models to Machine Translation,8
08,Multilingual Harvesting of Cross-Cultural Stereotypes,3
08,Semi-Supervised Convex Training for Dependency Parsing,6
08,Chinese-English Backward Transliteration Assisted with Mining Monolingual Web Pages,3
08,Robustness and Generalization of Role Sets: PropBank vs. VerbNet,2
08,A Tree Sequence Alignment-based Tree-to-Tree Translation Model,16
08,Automatic Syllabification with Structured SVMs for Letter-to-Phoneme Conversion,9
08,A New String-to-Dependency Machine Translation Algorithm with a Target Dependency Language Model,46
08,Forest Reranking: Discriminative Parsing with Non-Local Features,42
08,Simple Semi-supervised Dependency Parsing,36
08,Optimal $k$-arization of Synchronous Tree-Adjoining Grammar,4
08,Enhancing Performance of Lexicalised Grammars,0
08,Assessing Dialog System User Simulation Evaluation Measures Using Human Judges,3
08,Robust Dialog Management with N-Best Hypotheses Using Dialog Examples and Agenda,3
08,Learning Effective Multimodal Dialogue Strategies from Wizard-of-Oz Data: Bootstrapping and Evaluation,15
08,Phrase Chunking Using Entropy Guided Transformation Learning,13
08,Learning Bigrams from Unigrams,0
08,Semi-Supervised Sequential Labeling and Segmentation Using Giga-Word Scale Unlabeled Data,16
08,Large Scale Acquisition of Paraphrases for Learning Surface Patterns,15
08,Contextual Preferences,9
08,Unsupervised Discovery of Generic Relationships Using Pattern Clusters and its Evaluation by Automatically Generated SAT Analogy Questions,14
08,Improving Search Results Quality by Customizing Summary Lengths,9
08,Using Conditional Random Fields to Extract Contexts and Answers of Questions from Online Forums,12
08,Learning to Rank Answers on Large Online QA Collections,19
08,Unsupervised Lexicon-Based Resolution of Unknown Words for Full Morphological Analysis,4
08,Unsupervised Multilingual Learning for Morphological Segmentation,23
08,EM Can Find Pretty Good HMM POS-Taggers (When Given a Good Start),11
08,Distributed Word Clustering for Large Scale Class-Based Language Modeling in Machine Translation,6
08,Enriching Morphologically Poor Languages for Statistical Machine Translation,9
08,Learning Bilingual Lexicons from Monolingual Corpora,19
08,Pivot Approach for Extracting Paraphrase Patterns from Bilingual Corpora,12
08,Unsupervised Learning of Narrative Event Chains,16
08,Semantic Role Labeling Systems for Arabic using Kernel Methods,1
08,An Unsupervised Approach to Biography Production Using Wikipedia,13
08,Generating Impact-Based Summaries for Scientific Literature,6
08,Can You Summarize This? Identifying Correlates of Input Difficulty for Multi-Document Summarization,5
08,You Talking to Me? A Corpus and Algorithm for Conversation Disentanglement,7
08,An Entity-Mention Model for Coreference Resolution with Inductive Logic Programming,16
08,Gestural Cohesion for Topic Segmentation,0
08,Multi-Task Active Learning for Linguistic Annotations,6
08,Generalized Expectation Criteria for Semi-Supervised Learning of Conditional Random Fields,24
08,Analyzing the Errors of Unsupervised Learning,8
08,Joint Word Segmentation and POS Tagging Using a Single Perceptron,1
08,A Cascaded Linear Model for Joint Chinese Word Segmentation and Part-of-Speech Tagging,9
08,Joint Processing and Discriminative Training for Letter-to-Phoneme Conversion,11
08,A Probabilistic Model for Fine-Grained Expert Search,3
08,Credibility Improves Topical Blog Post Retrieval,24
08,Linguistically Motivated Features for Enhanced Back-of-the-Book Indexing,0
08,Resolving Personal Names in Email Using Context Expansion,6
08,Integrating Graph-Based and Transition-Based Dependency Parsers,34
08,"Efficient, Feature-based, Conditional Random Field Parsing",24
08,A Deductive Approach to Dependency Parsing,4
08,Evaluating a Crosslinguistic Grammar Resource: A Case Study of Wambaya,3
08,Better Alignments = Better Translations?,9
08,Mining Parenthetical Translations from the Web by Word Alignment,16
08,Soft Syntactic Constraints for Hierarchical Phrased-Based Translation,22
08,Generalizing Word Lattice Translation,38
08,Combining Multiple Resources to Improve SMT-based Paraphrasing Model,4
08,Extraction of Entailed Semantic Relations Through Syntax-Based Comma Resolution,4
08,Finding Contradictions in Text,24
08,Semantic Class Learning from the Web with Hyponym Pattern Linkage Graphs,22
08,Language Dynamics and Capitalization using Maximum Entropy,2
08,Surprising Parser Actions and Reading Difficulty,2
08,Improving the Performance of the Random Walk Model for Answering Complex Questions,5
08,Dimensions of Subjectivity in Natural Language,2
08,Extractive Summaries for Educational Science Content,0
08,Dialect Classification for Online Podcasts Fusing Acoustic and Language Based Structural and Semantic Information,2
08,The Complexity of Phrase Alignment Problems,11
08,Novel Semantic Features for Verb Sense Disambiguation,4
08,Icelandic Data Driven Part of Speech Tagging,3
08,Beyond Log-Linear Models: Boosted Minimum Error Rate Training for N-best Re-ranking,6
08,Coreference-inspired Coherence Modeling,6
08,Enforcing Transitivity in Coreference Resolution,15
08,Simulating the Behaviour of Older versus Younger Users when Interacting with Spoken Dialogue Systems,3
08,Active Sample Selection for Named Entity Transliteration,7
08,Four Techniques for Online Handling of Out-of-Vocabulary Words in Arabic-English Statistical Machine Translation,5
08,Combined One Sense Disambiguation of Abbreviations,2
08,Assessing the Costs of Sampling Methods in Active Learning for Annotation,7
08,Blog Categorization Exploiting Domain Dictionary and Dynamically Estimated Domains of Unknown Words,3
08,Mixture Model POMDPs for Efficient Handling of Uncertainty in Dialogue Management,9
08,Recent Improvements in the CMU Large Scale Chinese-English SMT System,2
08,Machine Translation System Combination using ITG-based Alignments,21
08,Dictionary Definitions based Homograph Identification using a Generative Hierarchical Model,0
08,A Novel Feature-based Approach to Chinese Entity Relation Extraction,5
08,Using Structural Information for Identifying Similar Chinese Characters,3
08,You've Got Answers: Towards Personalized Models for Predicting Success in Community Question Answering,6
08,Self-Training for Biomedical Parsing,11
08,A Unified Syntactic Model for Parsing Fluent and Disfluent Speech,3
08,"The Good, the Bad, and the Unknown: Morphosyllabic Sentiment Tagging of Unseen Words",2
08,Kernels on Linguistic Structures for Answer Extraction,9
08,"Arabic Morphological Tagging, Diacritization, and Lemmatization Using Lexeme Models and Feature Ranking",10
08,Using Automatically Transcribed Dialogs to Learn User Models in a Spoken Dialog System,3
08,Robust Extraction of Named Entity Including Unfamiliar Word,1
08,In-Browser Summarisation: Generating Elaborative Summaries Biased Towards the Reading Context,5
08,Lyric-based Song Sentiment Classification with Sentiment Vector Space Model,1
08,Mining Wikipedia Revision Histories for Improving Sentence Compression,1
08,Smoothing a Tera-word Language Model,2
08,Event Matching Using the Transitive Closure of Dependency Relations,2
08,A Linguistically Annotated Reordering Model for BTG-based Statistical Machine Translation,3
08,Segmentation for English-to-Arabic Statistical Machine Translation,5
08,Exploiting N-best Hypotheses for SMT Self-Enhancement,4
08,Partial Matching Strategy for Phrase-based Statistical Machine Translation,1
08,Unsupervised Learning of Acoustic Sub-word Units,2
08,High Frequency Word Entrainment in Spoken Dialogue,4
08,Distributed Listening: A Parallel Processing Approach to Automatic Speech Recognition,0
08,Learning Semantic Links from a Corpus of Parallel Temporal and Causal Relations,3
08,Evolving New Lexical Association Measures Using Genetic Programming,1
08,Semantic Types of Some Generic Relation Arguments: Detection and Evaluation,4
08,Mapping between Compositional Semantic Representations and Lexical Semantic Resources: Towards Accurate Deep Semantic Parsing,0
08,Query-based Sentence Fusion is Better Defined and Leads to More Preferred Results than Generic Sentence Fusion,3
08,Intrinsic vs. Extrinsic Evaluation Measures for Referring Expression Generation,14
08,Correlation between ROUGE and Human Evaluation of Extractive Meeting Summaries,5
08,FastSum: Fast and Accurate Query-based Multi-document Summarization,6
08,Construct State Modification in the Arabic Treebank,0
08,Unlexicalised Hidden Variable Models of Split Dependency Grammars,2
08,Computing Confidence Scores for All Sub Parse Trees,1
08,Adapting a WSJ-Trained Parser to Grammatically Noisy Text,2
08,Enriching Spoken Language Translation with Dialog Acts,3
08,Speakers' Intention Prediction Using Statistics of Multi-level Features in a Schedule Management Domain,0
08,Active Learning with Confidence,4
08,"splitSVM: Fast, Space-Efficient, non-Heuristic, Polynomial Kernel Computation for NLP Applications",4
08,Extracting a Representation from Text for Semantic Analysis,1
08,Efficient Processing of Underspecified Discourse Representations,3
08,Choosing Sense Distinctions for WSD: Psycholinguistic Evidence,0
08,Decompounding query keywords from compounding languages,2
08,Multi-domain Sentiment Classification,6
08,Evaluating Word Prediction: Framing Keystroke Savings,1
08,Pairwise Document Similarity in Large Collections with MapReduce,27
08,Text Segmentation with LDA-Based Fisher Kernel,2
08,A Supervised Learning Approach to Automatic Synonym Identification Based on Distributional Features,3
08,An Integraged Architecture for Generating Parenthetical Constructions,0
08,Inferring Activity Time in News through Event Modeling,1
08,Combining Source and Target Language Information for Name Tagging of Machine Translation Output,0
08,A Re-examination on Features in Regression Based Approach to Automatic MT Evaluation,0
08,The Role of Positive Feedback in Intelligent Tutoring Systems,4
08,Arabic Language Modeling with Finite State Transducers,2
08,Impact of Initiative on Collaborative Problem Solving,0
08,An Unsupervised Vector Approach to Biomedical Term Disambiguation: Integrating UMLS and Medline,3
08,A Subcategorization Acquisition System for French Verbs,1
08,Adaptive Language Modeling for Word Prediction,1
08,A Hierarchical Approach to Encoding Medical Concepts for Clinical Notes,0
08,Demonstration of a POMDP Voice Dialer,5
08,Generating Research Websites Using Summarisation Techniques,0
08,BART: A Modular Toolkit for Coreference Resolution,16
08,Demonstration of the UAM CorpusTool for Text and Image Annotation,0
08,Interactive ASR Error Correction for Touchscreen Devices,0
08,Yawat: Yet Another Word Alignment Tool,1
08,SIDE: The Summarization Integrated Development Environment,1
08,The QuALiM Question Answering Demo: Supplementing Answers with Paragraphs drawn from Wikipedia,4
08,Introduction to Computational Advertising,2
08,Building Practical Spoken Dialog Systems,0
08,Semi-Supervised Learning for Natural Language Processing,0
08,Advanced Online Learning for Natural Language Processing,0
08,Speech Technology: From Research to the Industry of Human-Machine Communication,0
08,Interactive Visualization for Computational Linguistics,2
09,Heterogeneous Transfer Learning for Image Clustering via the SocialWeb,4
09,Investigations on Word Senses and Word Usages,2
09,A Comparative Study on Generalization of Semantic Roles in FrameNet,4
09,Unsupervised Argument Identification for Semantic Role Labeling,2
09,"Brutus: A Semantic Role Labeling System Incorporating CCG, CFG, and Dependency Features",4
09,Exploiting Heterogeneous Treebanks for Parsing,1
09,Cross Language Dependency Parsing using a Bilingual Lexicon,0
09,Topological Field Parsing of German,1
09,Unsupervised Multilingual Grammar Induction,4
09,Reinforcement Learning for Mapping Instructions to Actions,9
09,Learning Semantic Correspondences with Less Supervision,10
09,Bayesian Unsupervised Word Segmentation with Nested Pitman-Yor Language Modeling,9
09,Knowing the Unseen: Estimating Vocabulary Size over Unseen Samples,1
09,A Ranking Approach to Stress Prediction for Letter-to-Phoneme Conversion,1
09,Reducing the Annotation Effort for Letter-to-Phoneme Conversion,1
09,Transliteration Alignment,9
09,"Automatic training of lemmatization rules that handle morphological changes in pre-, in- and suffixes alike",0
09,Revisiting Pivot Language Approach for Machine Translation,0
09,Efficient Minimum Error Rate Training and Minimum Bayes-Risk Decoding for Translation Hypergraphs and Lattices,7
09,Forest-based Tree Sequence to String Translation Model,3
09,Active Learning for Multilingual Statistical Machine Translation,2
09,DEPEVAL(summ): Dependency-based Evaluation for Automatic Summaries,2
09,Summarizing Definition from Wikipedia,3
09,Automatically Generating Wikipedia Articles: A Structure-Aware Approach,14
09,Learning to Tell Tales: A Data-driven Approach to Story Generation,1
09,Recognizing Stances in Online Debates,1
09,Co-Training for Cross-Lingual Sentiment Classification,17
09,A Non-negative Matrix Tri-factorization Approach to Sentiment Classification with Lexical Prior Knowledge,7
09,Discovering the Discriminative Views: Measuring Term Weights for Sentiment Analysis,5
09,"Compiling a Massive, Multilingual Dictionary via Probabilistic Inference",4
09,A Metric-based Framework for Automatic Taxonomy Induction,4
09,Learning with Annotation Noise,1
09,"Abstraction and Generalisation in Semantic Role Labels: PropBank, VerbNet or both?",2
09,Robust Machine Translation Evaluation with Entailment Features,4
09,The Contribution of Linguistic Features to Automatic Machine Translation Evaluation,0
09,A Syntax-Driven Bracketing Model for Phrase-Based Translation,2
09,Topological Ordering of Function Words in Hierarchical Phrase-based Translation,0
09,Phrase-Based Statistical Machine Translation as a Traveling Salesman Problem,0
09,Concise Integer Linear Programming Formulations for Dependency Parsing,15
09,Non-Projective Dependency Parsing in Expected Linear Time,3
09,Semi-supervised Learning of Dependency Parsers using Generalized Expectation Criteria,5
09,Dependency Grammar Induction via Bitext Projection Constraints,12
09,Cross-Domain Dependency Parsing Using a Deep Linguistic Grammar,2
09,A Chinese-English Organization Name Translation System Using Heuristic Web Mining and Asymmetric Alignment,1
09,Reducing Semantic Drift with Bagging and Distributional Similarity,2
09,Jointly Identifying Temporal Relations with Markov Logic,2
09,Profile Based Cross-Document Coreference Using Kernelized Fuzzy Relational Clustering,2
09,"Who, What, When, Where, Why? Comparing Multiple Approaches to the Cross-Lingual 5W Task",3
09,Bilingual Co-Training for Monolingual Hyponymy-Relation Acquisition,3
09,Automatic Set Instance Extraction using the Web,1
09,Extracting Lexical Reference Rules from Wikipedia,2
09,Employing Topic Models for Pattern-based Semantic Class Discovery,4
09,Paraphrase Identification as Probabilistic Quasi-Synchronous Recognition,8
09,Stochastic Gradient Descent Training for L1-regularized Log-linear Models with Cumulative Penalty,8
09,A global model for joint lemmatization and part-of-speech prediction,2
09,Distributional Representations for Handling Sparsity in Supervised Sequence-Labeling,4
09,Minimized Models for Unsupervised Part-of-Speech Tagging,4
09,An Error-Driven Word-Character Hybrid Model for Joint Chinese Word Segmentation and POS Tagging,6
09,Linefeed Insertion into Japanese Spoken Monologue for Captioning,2
09,Semi-supervised Learning for Automatic Prosodic Event Detection Using Co-training Algorithm,1
09,Summarizing multiple spoken documents: finding evidence from untranscribed audio,1
09,Improving Tree-to-Tree Translation with Packed Forests,6
09,Fast Consensus Decoding over Translation Forests,4
09,Joint Decoding with Multiple Translation Models,4
09,Collaborative Decoding: Partial Hypothesis Re-ranking Using Translation Consensus between Decoders,2
09,Variational Decoding for Statistical Machine Translation,10
09,Unsupervised Learning of Narrative Schemas and their Participants,4
09,Learning a Compositional Semantic Parser using an Existing Syntactic Parser,1
09,Latent Variable Models of Concept-Attribute Attachment,2
